side,level,study,paradigm,speaker,time,mean,median,lower,upper
perceiver,study,New Mothers,Standard stimulus,Interactant,0.0,0.2398,0.1906,0.161,0.3538
perceiver,study,New Mothers,Standard stimulus,Interactant,0.0204,0.2061,0.1743,0.1613,0.2777
perceiver,study,New Mothers,Standard stimulus,Interactant,0.0408,0.1763,0.1686,0.1569,0.212
perceiver,study,New Mothers,Standard stimulus,Interactant,0.0612,0.1535,0.1631,0.1163,0.172
perceiver,study,New Mothers,Standard stimulus,Interactant,0.0816,0.1392,0.1612,0.0883,0.1701
perceiver,study,New Mothers,Standard stimulus,Interactant,0.102,0.1332,0.1604,0.0753,0.1703
perceiver,study,New Mothers,Standard stimulus,Interactant,0.1224,0.134,0.1614,0.0749,0.171
perceiver,study,New Mothers,Standard stimulus,Interactant,0.1429,0.1392,0.1628,0.0842,0.1716
perceiver,study,New Mothers,Standard stimulus,Interactant,0.1633,0.1462,0.1643,0.0975,0.1725
perceiver,study,New Mothers,Standard stimulus,Interactant,0.1837,0.1529,0.166,0.1103,0.1739
perceiver,study,New Mothers,Standard stimulus,Interactant,0.2041,0.1576,0.167,0.1194,0.1756
perceiver,study,New Mothers,Standard stimulus,Interactant,0.2245,0.1601,0.1676,0.1243,0.1768
perceiver,study,New Mothers,Standard stimulus,Interactant,0.2449,0.1607,0.1677,0.1269,0.1771
perceiver,study,New Mothers,Standard stimulus,Interactant,0.2653,0.1606,0.1675,0.1279,0.1768
perceiver,study,New Mothers,Standard stimulus,Interactant,0.2857,0.1611,0.1675,0.1294,0.1774
perceiver,study,New Mothers,Standard stimulus,Interactant,0.3061,0.1632,0.1678,0.1343,0.1794
perceiver,study,New Mothers,Standard stimulus,Interactant,0.3265,0.1677,0.1687,0.1436,0.1892
perceiver,study,New Mothers,Standard stimulus,Interactant,0.3469,0.1743,0.1704,0.1579,0.2025
perceiver,study,New Mothers,Standard stimulus,Interactant,0.3673,0.1823,0.172,0.163,0.218
perceiver,study,New Mothers,Standard stimulus,Interactant,0.3878,0.1901,0.1731,0.165,0.2336
perceiver,study,New Mothers,Standard stimulus,Interactant,0.4082,0.1963,0.175,0.1656,0.2457
perceiver,study,New Mothers,Standard stimulus,Interactant,0.4286,0.1997,0.1759,0.1661,0.2517
perceiver,study,New Mothers,Standard stimulus,Interactant,0.449,0.1995,0.1758,0.1664,0.2523
perceiver,study,New Mothers,Standard stimulus,Interactant,0.4694,0.196,0.1755,0.1666,0.245
perceiver,study,New Mothers,Standard stimulus,Interactant,0.4898,0.19,0.1748,0.1661,0.2323
perceiver,study,New Mothers,Standard stimulus,Interactant,0.5102,0.1833,0.1738,0.165,0.2181
perceiver,study,New Mothers,Standard stimulus,Interactant,0.5306,0.1776,0.1728,0.162,0.2067
perceiver,study,New Mothers,Standard stimulus,Interactant,0.551,0.1747,0.1726,0.1549,0.2003
perceiver,study,New Mothers,Standard stimulus,Interactant,0.5714,0.1755,0.173,0.1557,0.2017
perceiver,study,New Mothers,Standard stimulus,Interactant,0.5918,0.1801,0.1747,0.1639,0.2112
perceiver,study,New Mothers,Standard stimulus,Interactant,0.6122,0.1876,0.1766,0.1685,0.2252
perceiver,study,New Mothers,Standard stimulus,Interactant,0.6327,0.1961,0.1789,0.1701,0.241
perceiver,study,New Mothers,Standard stimulus,Interactant,0.6531,0.2032,0.1811,0.1706,0.2562
perceiver,study,New Mothers,Standard stimulus,Interactant,0.6735,0.2067,0.1821,0.1708,0.2633
perceiver,study,New Mothers,Standard stimulus,Interactant,0.6939,0.2046,0.1817,0.1708,0.2587
perceiver,study,New Mothers,Standard stimulus,Interactant,0.7143,0.1964,0.1794,0.1701,0.2423
perceiver,study,New Mothers,Standard stimulus,Interactant,0.7347,0.1828,0.1762,0.1655,0.2155
perceiver,study,New Mothers,Standard stimulus,Interactant,0.7551,0.1661,0.1719,0.134,0.1833
perceiver,study,New Mothers,Standard stimulus,Interactant,0.7755,0.1496,0.1678,0.1016,0.1776
perceiver,study,New Mothers,Standard stimulus,Interactant,0.7959,0.1373,0.1648,0.0775,0.1768
perceiver,study,New Mothers,Standard stimulus,Interactant,0.8163,0.1333,0.1644,0.0701,0.1766
perceiver,study,New Mothers,Standard stimulus,Interactant,0.8367,0.1403,0.1649,0.0854,0.1766
perceiver,study,New Mothers,Standard stimulus,Interactant,0.8571,0.1598,0.169,0.1251,0.1789
perceiver,study,New Mothers,Standard stimulus,Interactant,0.8776,0.1909,0.1775,0.1666,0.2328
perceiver,study,New Mothers,Standard stimulus,Interactant,0.898,0.2309,0.1903,0.1679,0.3125
perceiver,study,New Mothers,Standard stimulus,Interactant,0.9184,0.275,0.2401,0.1675,0.4024
perceiver,study,New Mothers,Standard stimulus,Interactant,0.9388,0.3172,0.2787,0.1672,0.4896
perceiver,study,New Mothers,Standard stimulus,Interactant,0.9592,0.3515,0.2877,0.1668,0.5652
perceiver,study,New Mothers,Standard stimulus,Interactant,0.9796,0.3725,0.2739,0.1667,0.6157
perceiver,study,New Mothers,Standard stimulus,Interactant,1.0,0.3765,0.2357,0.1667,0.6361
perceiver,study,New Mothers,Standard stimulus,Target,0.0,0.151,0.1519,0.1364,0.1646
perceiver,study,New Mothers,Standard stimulus,Target,0.0204,0.1537,0.1546,0.141,0.1648
perceiver,study,New Mothers,Standard stimulus,Target,0.0408,0.1566,0.1579,0.1442,0.1667
perceiver,study,New Mothers,Standard stimulus,Target,0.0612,0.1592,0.1614,0.1453,0.1705
perceiver,study,New Mothers,Standard stimulus,Target,0.0816,0.1615,0.1648,0.1455,0.1754
perceiver,study,New Mothers,Standard stimulus,Target,0.102,0.1632,0.1678,0.144,0.18
perceiver,study,New Mothers,Standard stimulus,Target,0.1224,0.1641,0.1714,0.1419,0.184
perceiver,study,New Mothers,Standard stimulus,Target,0.1429,0.1642,0.173,0.1393,0.1871
perceiver,study,New Mothers,Standard stimulus,Target,0.1633,0.1635,0.1738,0.1358,0.1893
perceiver,study,New Mothers,Standard stimulus,Target,0.1837,0.1622,0.173,0.1319,0.1904
perceiver,study,New Mothers,Standard stimulus,Target,0.2041,0.1603,0.1717,0.1277,0.1907
perceiver,study,New Mothers,Standard stimulus,Target,0.2245,0.1582,0.1702,0.1234,0.1907
perceiver,study,New Mothers,Standard stimulus,Target,0.2449,0.156,0.168,0.1192,0.1905
perceiver,study,New Mothers,Standard stimulus,Target,0.2653,0.154,0.1659,0.1158,0.19
perceiver,study,New Mothers,Standard stimulus,Target,0.2857,0.1524,0.1644,0.1128,0.1894
perceiver,study,New Mothers,Standard stimulus,Target,0.3061,0.1513,0.1635,0.1111,0.1888
perceiver,study,New Mothers,Standard stimulus,Target,0.3265,0.1508,0.1632,0.1106,0.1882
perceiver,study,New Mothers,Standard stimulus,Target,0.3469,0.1509,0.1637,0.1114,0.1878
perceiver,study,New Mothers,Standard stimulus,Target,0.3673,0.1516,0.1649,0.1132,0.1876
perceiver,study,New Mothers,Standard stimulus,Target,0.3878,0.153,0.1666,0.1162,0.1875
perceiver,study,New Mothers,Standard stimulus,Target,0.4082,0.1548,0.1682,0.1202,0.1871
perceiver,study,New Mothers,Standard stimulus,Target,0.4286,0.157,0.17,0.1254,0.1867
perceiver,study,New Mothers,Standard stimulus,Target,0.449,0.1595,0.1722,0.1308,0.1861
perceiver,study,New Mothers,Standard stimulus,Target,0.4694,0.1622,0.1729,0.1369,0.1854
perceiver,study,New Mothers,Standard stimulus,Target,0.4898,0.1649,0.1738,0.1426,0.1848
perceiver,study,New Mothers,Standard stimulus,Target,0.5102,0.1676,0.1741,0.1483,0.1847
perceiver,study,New Mothers,Standard stimulus,Target,0.5306,0.1702,0.1747,0.1532,0.1849
perceiver,study,New Mothers,Standard stimulus,Target,0.551,0.1726,0.1756,0.1572,0.1857
perceiver,study,New Mothers,Standard stimulus,Target,0.5714,0.1748,0.1775,0.1605,0.1867
perceiver,study,New Mothers,Standard stimulus,Target,0.5918,0.1767,0.1794,0.1631,0.1881
perceiver,study,New Mothers,Standard stimulus,Target,0.6122,0.1783,0.1808,0.1645,0.1902
perceiver,study,New Mothers,Standard stimulus,Target,0.6327,0.1796,0.1824,0.1646,0.1925
perceiver,study,New Mothers,Standard stimulus,Target,0.6531,0.1804,0.1836,0.1641,0.1948
perceiver,study,New Mothers,Standard stimulus,Target,0.6735,0.181,0.1849,0.1632,0.1968
perceiver,study,New Mothers,Standard stimulus,Target,0.6939,0.1812,0.1859,0.1622,0.1986
perceiver,study,New Mothers,Standard stimulus,Target,0.7143,0.1812,0.1857,0.1611,0.1997
perceiver,study,New Mothers,Standard stimulus,Target,0.7347,0.1811,0.1855,0.1601,0.2001
perceiver,study,New Mothers,Standard stimulus,Target,0.7551,0.181,0.1851,0.1597,0.2
perceiver,study,New Mothers,Standard stimulus,Target,0.7755,0.181,0.1851,0.1602,0.1998
perceiver,study,New Mothers,Standard stimulus,Target,0.7959,0.1812,0.184,0.162,0.1992
perceiver,study,New Mothers,Standard stimulus,Target,0.8163,0.1819,0.1834,0.1642,0.1984
perceiver,study,New Mothers,Standard stimulus,Target,0.8367,0.1832,0.1841,0.1676,0.1981
perceiver,study,New Mothers,Standard stimulus,Target,0.8571,0.185,0.1853,0.1717,0.1977
perceiver,study,New Mothers,Standard stimulus,Target,0.8776,0.1874,0.1879,0.1763,0.1979
perceiver,study,New Mothers,Standard stimulus,Target,0.898,0.1903,0.1905,0.1806,0.1999
perceiver,study,New Mothers,Standard stimulus,Target,0.9184,0.1937,0.1938,0.1842,0.2034
perceiver,study,New Mothers,Standard stimulus,Target,0.9388,0.1973,0.1974,0.1865,0.2079
perceiver,study,New Mothers,Standard stimulus,Target,0.9592,0.2008,0.2014,0.1876,0.213
perceiver,study,New Mothers,Standard stimulus,Target,0.9796,0.2041,0.2053,0.1884,0.2177
perceiver,study,New Mothers,Standard stimulus,Target,1.0,0.207,0.2089,0.1884,0.2217
perceiver,study,STEM,Dyadic interaction,Interactant,0.0,0.107,0.115,0.0412,0.1669
perceiver,study,STEM,Dyadic interaction,Interactant,0.0204,0.1346,0.1418,0.0973,0.1661
perceiver,study,STEM,Dyadic interaction,Interactant,0.0408,0.1492,0.1546,0.1262,0.1657
perceiver,study,STEM,Dyadic interaction,Interactant,0.0612,0.1542,0.1576,0.1357,0.1679
perceiver,study,STEM,Dyadic interaction,Interactant,0.0816,0.1531,0.1571,0.134,0.1665
perceiver,study,STEM,Dyadic interaction,Interactant,0.102,0.1491,0.1553,0.1268,0.1643
perceiver,study,STEM,Dyadic interaction,Interactant,0.1224,0.1447,0.1515,0.1189,0.1638
perceiver,study,STEM,Dyadic interaction,Interactant,0.1429,0.1415,0.1488,0.1128,0.1636
perceiver,study,STEM,Dyadic interaction,Interactant,0.1633,0.1402,0.1479,0.1094,0.1633
perceiver,study,STEM,Dyadic interaction,Interactant,0.1837,0.1409,0.149,0.1105,0.1632
perceiver,study,STEM,Dyadic interaction,Interactant,0.2041,0.1432,0.1518,0.1144,0.1635
perceiver,study,STEM,Dyadic interaction,Interactant,0.2245,0.1466,0.1541,0.1208,0.1639
perceiver,study,STEM,Dyadic interaction,Interactant,0.2449,0.1506,0.1564,0.1284,0.165
perceiver,study,STEM,Dyadic interaction,Interactant,0.2653,0.1549,0.1586,0.1366,0.1675
perceiver,study,STEM,Dyadic interaction,Interactant,0.2857,0.1596,0.1604,0.1459,0.1739
perceiver,study,STEM,Dyadic interaction,Interactant,0.3061,0.1648,0.1632,0.1539,0.1838
perceiver,study,STEM,Dyadic interaction,Interactant,0.3265,0.1707,0.1664,0.1569,0.1947
perceiver,study,STEM,Dyadic interaction,Interactant,0.3469,0.1774,0.1697,0.1581,0.2072
perceiver,study,STEM,Dyadic interaction,Interactant,0.3673,0.1847,0.1721,0.1597,0.2219
perceiver,study,STEM,Dyadic interaction,Interactant,0.3878,0.1921,0.1747,0.1607,0.2354
perceiver,study,STEM,Dyadic interaction,Interactant,0.4082,0.1988,0.1798,0.1618,0.2478
perceiver,study,STEM,Dyadic interaction,Interactant,0.4286,0.2036,0.1849,0.1631,0.2562
perceiver,study,STEM,Dyadic interaction,Interactant,0.449,0.2057,0.1867,0.1645,0.2585
perceiver,study,STEM,Dyadic interaction,Interactant,0.4694,0.204,0.184,0.1661,0.2538
perceiver,study,STEM,Dyadic interaction,Interactant,0.4898,0.1983,0.1821,0.1678,0.2411
perceiver,study,STEM,Dyadic interaction,Interactant,0.5102,0.1887,0.1808,0.1689,0.22
perceiver,study,STEM,Dyadic interaction,Interactant,0.5306,0.1761,0.1752,0.1641,0.1931
perceiver,study,STEM,Dyadic interaction,Interactant,0.551,0.1621,0.1701,0.1355,0.1805
perceiver,study,STEM,Dyadic interaction,Interactant,0.5714,0.1486,0.157,0.1076,0.1818
perceiver,study,STEM,Dyadic interaction,Interactant,0.5918,0.1376,0.146,0.0846,0.1828
perceiver,study,STEM,Dyadic interaction,Interactant,0.6122,0.1311,0.1395,0.0707,0.1836
perceiver,study,STEM,Dyadic interaction,Interactant,0.6327,0.1302,0.1388,0.068,0.1841
perceiver,study,STEM,Dyadic interaction,Interactant,0.6531,0.1354,0.1444,0.0778,0.1845
perceiver,study,STEM,Dyadic interaction,Interactant,0.6735,0.1462,0.1553,0.0989,0.1848
perceiver,study,STEM,Dyadic interaction,Interactant,0.6939,0.1612,0.1705,0.1292,0.1847
perceiver,study,STEM,Dyadic interaction,Interactant,0.7143,0.178,0.1794,0.1633,0.1916
perceiver,study,STEM,Dyadic interaction,Interactant,0.7347,0.194,0.1869,0.1762,0.2232
perceiver,study,STEM,Dyadic interaction,Interactant,0.7551,0.2068,0.1897,0.1768,0.2489
perceiver,study,STEM,Dyadic interaction,Interactant,0.7755,0.2143,0.1956,0.1766,0.2637
perceiver,study,STEM,Dyadic interaction,Interactant,0.7959,0.2155,0.1968,0.1765,0.266
perceiver,study,STEM,Dyadic interaction,Interactant,0.8163,0.2107,0.1916,0.1766,0.2566
perceiver,study,STEM,Dyadic interaction,Interactant,0.8367,0.2016,0.1881,0.1766,0.2384
perceiver,study,STEM,Dyadic interaction,Interactant,0.8571,0.1909,0.1856,0.1761,0.2167
perceiver,study,STEM,Dyadic interaction,Interactant,0.8776,0.1824,0.1815,0.1714,0.1996
perceiver,study,STEM,Dyadic interaction,Interactant,0.898,0.18,0.1804,0.1665,0.1951
perceiver,study,STEM,Dyadic interaction,Interactant,0.9184,0.1874,0.1837,0.1753,0.2104
perceiver,study,STEM,Dyadic interaction,Interactant,0.9388,0.2071,0.1897,0.1777,0.2496
perceiver,study,STEM,Dyadic interaction,Interactant,0.9592,0.2399,0.2169,0.1776,0.3138
perceiver,study,STEM,Dyadic interaction,Interactant,0.9796,0.2847,0.2605,0.1771,0.4047
perceiver,study,STEM,Dyadic interaction,Interactant,1.0,0.3384,0.299,0.1763,0.5184
perceiver,study,STEM,Dyadic interaction,Target,0.0,0.0964,0.0913,0.0432,0.149
perceiver,study,STEM,Dyadic interaction,Target,0.0204,0.1359,0.1378,0.1196,0.1482
perceiver,study,STEM,Dyadic interaction,Target,0.0408,0.1445,0.144,0.1323,0.1578
perceiver,study,STEM,Dyadic interaction,Target,0.0612,0.1367,0.1389,0.1197,0.1476
perceiver,study,STEM,Dyadic interaction,Target,0.0816,0.124,0.1233,0.0927,0.1483
perceiver,study,STEM,Dyadic interaction,Target,0.102,0.114,0.1133,0.0707,0.1498
perceiver,study,STEM,Dyadic interaction,Target,0.1224,0.1105,0.1102,0.0614,0.1518
perceiver,study,STEM,Dyadic interaction,Target,0.1429,0.1137,0.1136,0.0652,0.154
perceiver,study,STEM,Dyadic interaction,Target,0.1633,0.1217,0.1221,0.0785,0.1567
perceiver,study,STEM,Dyadic interaction,Target,0.1837,0.1314,0.1321,0.0954,0.1592
perceiver,study,STEM,Dyadic interaction,Target,0.2041,0.1399,0.1412,0.1096,0.1619
perceiver,study,STEM,Dyadic interaction,Target,0.2245,0.1449,0.1467,0.1174,0.1641
perceiver,study,STEM,Dyadic interaction,Target,0.2449,0.1457,0.148,0.1167,0.1665
perceiver,study,STEM,Dyadic interaction,Target,0.2653,0.1428,0.1455,0.1089,0.1684
perceiver,study,STEM,Dyadic interaction,Target,0.2857,0.1377,0.1403,0.0973,0.17
perceiver,study,STEM,Dyadic interaction,Target,0.3061,0.1327,0.1347,0.0855,0.1713
perceiver,study,STEM,Dyadic interaction,Target,0.3265,0.1294,0.1312,0.0781,0.1724
perceiver,study,STEM,Dyadic interaction,Target,0.3469,0.1294,0.1307,0.0768,0.1734
perceiver,study,STEM,Dyadic interaction,Target,0.3673,0.1329,0.1338,0.0832,0.174
perceiver,study,STEM,Dyadic interaction,Target,0.3878,0.1395,0.1398,0.0957,0.1747
perceiver,study,STEM,Dyadic interaction,Target,0.4082,0.1477,0.1478,0.1116,0.1754
perceiver,study,STEM,Dyadic interaction,Target,0.4286,0.156,0.1558,0.1272,0.1763
perceiver,study,STEM,Dyadic interaction,Target,0.449,0.1625,0.1651,0.1394,0.1774
perceiver,study,STEM,Dyadic interaction,Target,0.4694,0.1662,0.1684,0.1455,0.1786
perceiver,study,STEM,Dyadic interaction,Target,0.4898,0.1665,0.1689,0.1447,0.1802
perceiver,study,STEM,Dyadic interaction,Target,0.5102,0.1639,0.1661,0.1379,0.1818
perceiver,study,STEM,Dyadic interaction,Target,0.5306,0.1594,0.1618,0.1269,0.1833
perceiver,study,STEM,Dyadic interaction,Target,0.551,0.1543,0.1566,0.115,0.1848
perceiver,study,STEM,Dyadic interaction,Target,0.5714,0.1502,0.1523,0.1049,0.1865
perceiver,study,STEM,Dyadic interaction,Target,0.5918,0.148,0.1498,0.0992,0.1881
perceiver,study,STEM,Dyadic interaction,Target,0.6122,0.1482,0.1501,0.0982,0.1893
perceiver,study,STEM,Dyadic interaction,Target,0.6327,0.1505,0.1527,0.1021,0.19
perceiver,study,STEM,Dyadic interaction,Target,0.6531,0.154,0.1571,0.1089,0.1905
perceiver,study,STEM,Dyadic interaction,Target,0.6735,0.1575,0.1612,0.1157,0.1908
perceiver,study,STEM,Dyadic interaction,Target,0.6939,0.1598,0.1635,0.1206,0.1906
perceiver,study,STEM,Dyadic interaction,Target,0.7143,0.1602,0.1637,0.1219,0.1899
perceiver,study,STEM,Dyadic interaction,Target,0.7347,0.1585,0.1618,0.1194,0.1889
perceiver,study,STEM,Dyadic interaction,Target,0.7551,0.1554,0.1588,0.1144,0.1879
perceiver,study,STEM,Dyadic interaction,Target,0.7755,0.1521,0.1554,0.1093,0.1868
perceiver,study,STEM,Dyadic interaction,Target,0.7959,0.1503,0.153,0.1066,0.1855
perceiver,study,STEM,Dyadic interaction,Target,0.8163,0.1513,0.1536,0.1096,0.1844
perceiver,study,STEM,Dyadic interaction,Target,0.8367,0.1557,0.1575,0.119,0.1835
perceiver,study,STEM,Dyadic interaction,Target,0.8571,0.1631,0.1648,0.1346,0.1831
perceiver,study,STEM,Dyadic interaction,Target,0.8776,0.1724,0.1753,0.1533,0.1828
perceiver,study,STEM,Dyadic interaction,Target,0.898,0.1814,0.1807,0.171,0.1918
perceiver,study,STEM,Dyadic interaction,Target,0.9184,0.1882,0.1832,0.1771,0.2057
perceiver,study,STEM,Dyadic interaction,Target,0.9388,0.1918,0.1864,0.1776,0.2134
perceiver,study,STEM,Dyadic interaction,Target,0.9592,0.1939,0.1883,0.178,0.2168
perceiver,study,STEM,Dyadic interaction,Target,0.9796,0.199,0.1929,0.1785,0.2261
perceiver,study,STEM,Dyadic interaction,Target,1.0,0.2159,0.2028,0.1784,0.2629
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.0,0.0319,0.0544,-0.0917,0.1481
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.0204,0.0663,0.0882,-0.0174,0.146
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.0408,0.091,0.0991,0.0345,0.1442
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.0612,0.1063,0.1101,0.0662,0.143
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.0816,0.1136,0.1178,0.0809,0.1419
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.102,0.1147,0.1193,0.0835,0.141
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.1224,0.112,0.1179,0.0776,0.1403
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.1429,0.1074,0.1159,0.0683,0.1394
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.1633,0.1028,0.1145,0.0588,0.1394
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.1837,0.0994,0.1145,0.051,0.1393
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.2041,0.0977,0.1146,0.0476,0.1398
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.2245,0.0982,0.1156,0.0479,0.1402
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.2449,0.1005,0.1168,0.0521,0.1411
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.2653,0.1045,0.1171,0.0597,0.1418
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.2857,0.1098,0.1197,0.0691,0.1426
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.3061,0.1161,0.1233,0.0808,0.1434
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.3265,0.1232,0.1278,0.0943,0.1452
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.3469,0.1309,0.1341,0.1091,0.148
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.3673,0.1388,0.1395,0.1217,0.1541
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.3878,0.1467,0.145,0.1297,0.1665
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.4082,0.154,0.1499,0.1339,0.1792
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.4286,0.1602,0.1547,0.1362,0.1898
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.449,0.1644,0.158,0.1383,0.1962
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.4694,0.1661,0.1599,0.1403,0.1979
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.4898,0.1648,0.1596,0.1419,0.1935
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.5102,0.1602,0.1571,0.1427,0.1826
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.5306,0.1527,0.1536,0.1352,0.1685
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.551,0.1429,0.1481,0.1137,0.165
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.5714,0.1319,0.1428,0.0896,0.1666
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.5918,0.1213,0.1412,0.0661,0.1688
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.6122,0.1125,0.1394,0.0462,0.1716
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.6327,0.1069,0.134,0.032,0.1741
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.6531,0.1056,0.1322,0.027,0.1764
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.6735,0.1091,0.1353,0.0312,0.1785
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.6939,0.117,0.1431,0.045,0.1809
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.7143,0.1286,0.1505,0.0659,0.1831
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.7347,0.1423,0.1571,0.0914,0.1854
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.7551,0.1564,0.1647,0.1176,0.1875
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.7755,0.1691,0.1735,0.1403,0.1913
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.7959,0.1789,0.1812,0.1568,0.1956
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.8163,0.1849,0.1865,0.1659,0.2006
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.8367,0.1871,0.1888,0.1679,0.2028
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.8571,0.1862,0.1889,0.1633,0.2032
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.8776,0.1838,0.1883,0.1554,0.2047
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.898,0.1818,0.1882,0.1485,0.207
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.9184,0.1823,0.1901,0.1466,0.2096
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.9388,0.1872,0.1942,0.1528,0.2127
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.9592,0.1977,0.2016,0.1712,0.217
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,0.9796,0.2137,0.2135,0.1962,0.231
perceiver,study,Middle Eastern Men,Standard stimulus,Interactant,1.0,0.2342,0.2268,0.2044,0.2702
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.0,0.1092,0.1054,0.0672,0.1549
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.0204,0.1083,0.1047,0.0669,0.1529
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.0408,0.1059,0.104,0.0633,0.1521
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.0612,0.1023,0.1035,0.0568,0.1513
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.0816,0.0985,0.1061,0.0483,0.1502
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.102,0.0951,0.102,0.0413,0.1489
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.1224,0.0928,0.0997,0.0366,0.1484
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.1429,0.0921,0.0973,0.0352,0.148
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.1633,0.093,0.0992,0.0363,0.1483
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.1837,0.0956,0.1039,0.0409,0.1486
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.2041,0.0994,0.11,0.0477,0.1492
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.2245,0.1039,0.1134,0.0554,0.1508
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.2449,0.1085,0.1176,0.0633,0.1523
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.2653,0.1127,0.1204,0.0701,0.1535
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.2857,0.1159,0.1232,0.0749,0.1554
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.3061,0.1181,0.1257,0.0771,0.1575
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.3265,0.119,0.1271,0.0772,0.1591
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.3469,0.119,0.1294,0.0756,0.1605
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.3673,0.1184,0.1304,0.0731,0.162
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.3878,0.1176,0.1291,0.0704,0.1631
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.4082,0.1172,0.129,0.0688,0.1643
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.4286,0.1175,0.1298,0.0689,0.165
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.449,0.1187,0.1312,0.0712,0.1652
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.4694,0.121,0.1299,0.0758,0.1653
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.4898,0.1242,0.1315,0.0823,0.1649
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.5102,0.128,0.1333,0.0898,0.1646
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.5306,0.132,0.1355,0.0975,0.1646
